name_en,position,caps,club,representative_team,tournament
Matteo Canali,Lock,0,Zebre Parma,Call-ups,Six Nations 2024
Leonardo Marin,Fly-half,6,Benetton,Call-ups,Six Nations 2024
Louis Lynagh,Wing,0,Harlequins,Call-ups,Six Nations 2024
François Carlo Mey,Fullback,0,Clermont,Call-ups,Six Nations 2024
Ewan Ashman,Hooker,12,Edinburgh,Scotland,Six Nations 2024
Johnny Matthews,Hooker,1,Glasgow Warriors,Scotland,Six Nations 2024
George Turner,Hooker,40,Glasgow Warriors,Scotland,Six Nations 2024
Jamie Bhatti,Prop,34,Glasgow Warriors,Scotland,Six Nations 2024
Zander Fagerson,Prop,62,Glasgow Warriors,Scotland,Six Nations 2024
Alec Hepburn,Prop,0,Exeter Chiefs,Scotland,Six Nations 2024
Will Hurd,Prop,0,Leicester Tigers,Scotland,Six Nations 2024
WP Nel,Prop,61,Edinburgh,Scotland,Six Nations 2024
Pierre Schoeman,Prop,26,Edinburgh,Scotland,Six Nations 2024
Scott Cummings,Lock,33,Glasgow Warriors,Scotland,Six Nations 2024
Grant Gilchrist,Lock,67,Edinburgh,Scotland,Six Nations 2024
Richie Gray,Lock,78,Glasgow Warriors,Scotland,Six Nations 2024
Sam Skinner,Lock,30,Edinburgh,Scotland,Six Nations 2024
Glen Young,Lock,3,Edinburgh,Scotland,Six Nations 2024
Josh Bayliss,Back row,5,Bath,Scotland,Six Nations 2024
Andy Christie,Back row,4,Saracens,Scotland,Six Nations 2024
Luke Crosbie,Back row,7,Edinburgh,Scotland,Six Nations 2024
Rory Darge,Back row,15,Glasgow Warriors,Scotland,Six Nations 2024
Jack Dempsey,Back row,15,Glasgow Warriors,Scotland,Six Nations 2024
Matt Fagerson,Back row,40,Glasgow Warriors,Scotland,Six Nations 2024
Jamie Ritchie,Back row,46,Edinburgh,Scotland,Six Nations 2024
George Horne,Scrum-half,26,Glasgow Warriors,Scotland,Six Nations 2024
Ali Price,Scrum-half,66,Edinburgh,Scotland,Six Nations 2024
Ben White,Scrum-half,18,Toulon,Scotland,Six Nations 2024
Adam Hastings,Fly-half,27,Gloucester,Scotland,Six Nations 2024
Ben Healy,Fly-half,4,Edinburgh,Scotland,Six Nations 2024
Finn Russell,Fly-half,75,Bath,Scotland,Six Nations 2024
Rory Hutchinson,Centre,8,Northampton Saints,Scotland,Six Nations 2024
Huw Jones,Centre,43,Glasgow Warriors,Scotland,Six Nations 2024
Stafford McDowall,Centre,1,Glasgow Warriors,Scotland,Six Nations 2024
Cameron Redpath,Centre,9,Bath,Scotland,Six Nations 2024
Sione Tuipulotu,Centre,22,Glasgow Warriors,Scotland,Six Nations 2024
Darcy Graham,Wing,39,Edinburgh,Scotland,Six Nations 2024
Arron Reed,Wing,0,Sale Sharks,Scotland,Six Nations 2024
Kyle Rowe,Wing,1,Glasgow Warriors,Scotland,Six Nations 2024
Kyle Steyn,Wing,15,Glasgow Warriors,Scotland,Six Nations 2024
Duhan van der Merwe,Wing,34,Edinburgh,Scotland,Six Nations 2024
Blair Kinghorn,Fullback,50,Toulouse,Scotland,Six Nations 2024
Harry Paterson,Fullback,0,Edinburgh,Scotland,Six Nations 2024
Elliot Millar-Mills,Prop,0,Northampton Saints,Call-ups,Six Nations 2024
Javan Sebastian,Prop,7,Edinburgh,Call-ups,Six Nations 2024
Rory Sutherland,Prop,29,Oyonnax,Call-ups,Six Nations 2024
Alex Craig,Lock,2,Scarlets,Call-ups,Six Nations 2024
Alex Samuel,Lock,0,Glasgow Warriors,Call-ups,Six Nations 2024
Marshall Sykes,Lock,1,Edinburgh,Call-ups,Six Nations 2024
Max Williamson,Lock,0,Glasgow Warriors,Call-ups,Six Nations 2024
Magnus Bradbury,Back row,19,Bristol Bears,Call-ups,Six Nations 2024
Ally Miller,Back row,0,Glasgow Warriors,Call-ups,Six Nations 2024
Hamish Watson,Back row,59,Edinburgh,Call-ups,Six Nations 2024
Jamie Dobie,Scrum-half,2,Glasgow Warriors,Call-ups,Six Nations 2024
Ross Thompson,Fly-half,3,Glasgow Warriors,Call-ups,Six Nations 2024
Ross McCann,Wing,0,Edinburgh,Call-ups,Six Nations 2024
Elliot Dee,Hooker,46,Dragons,Wales,Six Nations 2024
Ryan Elias,Hooker,38,Scarlets,Wales,Six Nations 2024
Evan Lloyd,Hooker,0,Cardiff,Wales,Six Nations 2024
Keiron Assiratti,Prop,2,Cardiff,Wales,Six Nations 2024
Leon Brown,Prop,23,Dragons,Wales,Six Nations 2024
Corey Domachowski,Prop,6,Cardiff,Wales,Six Nations 2024
Archie Griffin,Prop,0,Bath,Wales,Six Nations 2024
Kemsley Mathias,Prop,1,Scarlets,Wales,Six Nations 2024
Gareth Thomas,Prop,26,Ospreys,Wales,Six Nations 2024
Adam Beard,Lock,51,Ospreys,Wales,Six Nations 2024
Dafydd Jenkins,Lock,12,Exeter Chiefs,Wales,Six Nations 2024
Will Rowlands,Lock,29,Racing 92,Wales,Six Nations 2024
Teddy Williams,Lock,1,Cardiff,Wales,Six Nations 2024
Taine Basham,Back row,16,Dragons,Wales,Six Nations 2024
James Botham,Back row,9,Cardiff,Wales,Six Nations 2024
Alex Mann,Back row,0,Cardiff,Wales,Six Nations 2024
Mackenzie Martin,Back row,0,Cardiff,Wales,Six Nations 2024
Tommy Reffell,Back row,13,Leicester Tigers,Wales,Six Nations 2024
Aaron Wainwright,Back row,43,Dragons,Wales,Six Nations 2024
Gareth Davies,Scrum-half,74,Scarlets,Wales,Six Nations 2024
Kieran Hardy,Scrum-half,18,Scarlets,Wales,Six Nations 2024
Tomos Williams,Scrum-half,53,Cardiff,Wales,Six Nations 2024
Sam Costelow,Fly-half,8,Scarlets,Wales,Six Nations 2024
Cai Evans,Fly-half,1,Dragons,Wales,Six Nations 2024
Ioan Lloyd,Fly-half,2,Scarlets,Wales,Six Nations 2024
Mason Grady,Centre,6,Cardiff,Wales,Six Nations 2024
George North,Centre,118,Ospreys,Wales,Six Nations 2024
Joe Roberts,Centre,1,Scarlets,Wales,Six Nations 2024
Nick Tompkins,Centre,32,Saracens,Wales,Six Nations 2024
Owen Watkin,Centre,36,Ospreys,Wales,Six Nations 2024
Josh Adams,Wing,53,Cardiff,Wales,Six Nations 2024
Rio Dyer,Wing,14,Dragons,Wales,Six Nations 2024
Tom Rogers,Wing,3,Scarlets,Wales,Six Nations 2024
Cameron Winnett,Fullback,0,Cardiff,Wales,Six Nations 2024
Dillon Lewis,Prop,54,Harlequins,Call-ups,Six Nations 2024
Harri O'Connor,Prop,0,Scarlets,Call-ups,Six Nations 2024
Seb Davies,Lock,16,Cardiff,Call-ups,Six Nations 2024
Luke Cowan-Dickie,Hooker,44,Sale Sharks,England,Six Nations 2025
Theo Dan,Hooker,16,Saracens,England,Six Nations 2025
Jamie George,Hooker,97,Saracens,England,Six Nations 2025
Fin Baxter,Prop,6,Harlequins,England,Six Nations 2025
Ellis Genge,Prop,62,Bristol Bears,England,Six Nations 2025
Joe Heyes,Prop,7,Leicester Tigers,England,Six Nations 2025
Asher Opoku-Fordjour,Prop,1,Sale Sharks,England,Six Nations 2025
Bevan Rodd,Prop,7,Sale Sharks,England,Six Nations 2025
Will Stuart,Prop,45,Bath,England,Six Nations 2025
Ollie Chessum,Lock,23,Leicester Tigers,England,Six Nations 2025
Alex Coles,Lock,7,Northampton Saints,England,Six Nations 2025
Maro Itoje,Lock,88,Saracens,England,Six Nations 2025
George Martin,Lock,19,Leicester Tigers,England,Six Nations 2025
Chandler Cunningham-South,Back row,11,Harlequins,England,Six Nations 2025
Ben Curry,Back row,6,Sale Sharks,England,Six Nations 2025
Tom Curry,Back row,56,Sale Sharks,England,Six Nations 2025
Alex Dombrandt,Back row,20,Harlequins,England,Six Nations 2025
Ben Earl,Back row,37,Saracens,England,Six Nations 2025
Ted Hill,Back row,2,Bath,England,Six Nations 2025
Tom Willis,Back row,1,Saracens,England,Six Nations 2025
Alex Mitchell,Scrum-half,18,Northampton Saints,England,Six Nations 2025
Harry Randall,Scrum-half,11,Bristol Bears,England,Six Nations 2025
Jack van Poortvliet,Scrum-half,16,Leicester Tigers,England,Six Nations 2025
George Ford,Fly-half,98,Sale Sharks,England,Six Nations 2025
Fin Smith,Fly-half,6,Northampton Saints,England,Six Nations 2025
Marcus Smith,Fly-half,39,Harlequins,England,Six Nations 2025
Oscar Beard,Centre,0,Harlequins,England,Six Nations 2025
Fraser Dingwall,Centre,2,Northampton Saints,England,Six Nations 2025
Ollie Lawrence,Centre,31,Bath,England,Six Nations 2025
Henry Slade,Centre,70,Exeter Chiefs,England,Six Nations 2025
Tommy Freeman,Wing,16,Northampton Saints,England,Six Nations 2025
Cadan Murley,Wing,0,Harlequins,England,Six Nations 2025
Tom Roebuck,Wing,3,Sale Sharks,England,Six Nations 2025
Ollie Sleightholme,Wing,5,Northampton Saints,England,Six Nations 2025
Elliot Daly,Fullback,69,Saracens,England,Six Nations 2025
Freddie Steward,Fullback,35,Leicester Tigers,England,Six Nations 2025
Curtis Langdon,Hooker,2,Northampton Saints,Call-ups,Six Nations 2025
Arthur Clark,Lock,0,Gloucester,Call-ups,Six Nations 2025
Henry Pollock,Back row,0,Northampton Saints,Call-ups,Six Nations 2025
Raffi Quirke,Scrum-half,2,Sale Sharks,Call-ups,Six Nations 2025
Ben Spencer,Scrum-half,8,Bath,Call-ups,Six Nations 2025
Alex Lozowski,Centre,5,Saracens,Call-ups,Six Nations 2025
Max Ojomoh,Centre,0,Bath,Call-ups,Six Nations 2025
Maxime Lamothe,Hooker,0,Bordeaux Bègles,France,Six Nations 2025
Julien Marchand,Hooker,40,Toulouse,France,Six Nations 2025
Peato Mauvaka,Hooker,37,Toulouse,France,Six Nations 2025
Dorian Aldegheri,Prop,19,Toulouse,France,Six Nations 2025
Uini Atonio,Prop,63,La Rochelle,France,Six Nations 2025
Cyril Baille,Prop,52,Toulouse,France,Six Nations 2025
Giorgi Beria,Prop,0,Perpignan,France,Six Nations 2025
Georges-Henri Colombe,Prop,7,La Rochelle,France,Six Nations 2025
Jean-Baptiste Gros,Prop,32,Toulon,France,Six Nations 2025
Dany Priso,Prop,18,Toulon,France,Six Nations 2025
Rabah Slimani,Prop,57,Leinster,France,Six Nations 2025
Hugo Auradou,Lock,1,Pau,France,Six Nations 2025
Joshua Brennan,Lock,0,Toulouse,France,Six Nations 2025
Thibaud Flament,Lock,29,Toulouse,France,Six Nations 2025
Matthias Halagahu,Lock,0,Toulon,France,Six Nations 2025
Emmanuel Meafou,Lock,5,Toulouse,France,Six Nations 2025
Romain Taofifénua,Lock,53,Lyon,France,Six Nations 2025
Esteban Abadie,Back row,1,Toulon,France,Six Nations 2025
Grégory Alldritt,Back row,51,La Rochelle,France,Six Nations 2025
Paul Boudehent,Back row,14,La Rochelle,France,Six Nations 2025
François Cros,Back row,34,Toulouse,France,Six Nations 2025
Marko Gazzotti,Back row,1,Bordeaux Bègles,France,Six Nations 2025
Oscar Jégou,Back row,1,La Rochelle,France,Six Nations 2025
Anthony Jelonch,Back row,29,Toulouse,France,Six Nations 2025
Antoine Dupont,Scrum-half,55,Toulouse,France,Six Nations 2025
Nolann Le Garrec,Scrum-half,7,Racing 92,France,Six Nations 2025
Maxime Lucu,Scrum-half,24,Bordeaux Bègles,France,Six Nations 2025
Matthieu Jalibert,Fly-half,34,Bordeaux Bègles,France,Six Nations 2025
Romain Ntamack,Fly-half,37,Toulouse,France,Six Nations 2025
Pierre-Louis Barassi,Centre,3,Toulouse,France,Six Nations 2025
Nicolas Depoortère,Centre,2,Bordeaux Bègles,France,Six Nations 2025
Antoine Frisch,Centre,2,Toulon,France,Six Nations 2025
Émilien Gailleton,Centre,6,Pau,France,Six Nations 2025
Yoram Moefana,Centre,31,Bordeaux Bègles,France,Six Nations 2025
Noah Nene,Centre,0,Dax,France,Six Nations 2025
Théo Attissogbé,Wing,3,Pau,France,Six Nations 2025
Louis Bielle-Biarrey,Wing,14,Bordeaux Bègles,France,Six Nations 2025
Gaël Dréan,Wing,0,Toulon,France,Six Nations 2025
Damian Penaud,Wing,53,Bordeaux Bègles,France,Six Nations 2025
Gabin Villière,Wing,18,Toulon,France,Six Nations 2025
Léo Barré,Fullback,6,Stade Français,France,Six Nations 2025
Thomas Ramos,Fullback,39,Toulouse,France,Six Nations 2025
Mickaël Guillard,Lock,5,Lyon,Call-ups,Six Nations 2025
Alexandre Roumat,Back row,7,Toulouse,Call-ups,Six Nations 2025
Baptiste Serin,Scrum-half,46,Toulon,Call-ups,Six Nations 2025
Fabien Brau-Boirie,Centre,0,Pau,Call-ups,Six Nations 2025
Rob Herring,Hooker,43,Ulster,Ireland,Six Nations 2025
Rónan Kelleher,Hooker,39,Leinster,Ireland,Six Nations 2025
Gus McCarthy,Hooker,4,Leinster,Ireland,Six Nations 2025
Dan Sheehan,Hooker,32,Leinster,Ireland,Six Nations 2025
Finlay Bealham,Prop,51,Connacht,Ireland,Six Nations 2025
Jack Boyle,Prop,2,Leinster,Ireland,Six Nations 2025
Tom Clarkson,Prop,6,Leinster,Ireland,Six Nations 2025
Tadhg Furlong,Prop,79,Leinster,Ireland,Six Nations 2025
Cian Healy,Prop,137,Leinster,Ireland,Six Nations 2025
Andrew Porter,Prop,75,Leinster,Ireland,Six Nations 2025
Ryan Baird,Lock,27,Leinster,Ireland,Six Nations 2025
Tadhg Beirne,Lock,61,Munster,Ireland,Six Nations 2025
Iain Henderson,Lock,85,Ulster,Ireland,Six Nations 2025
Cormac Izuchukwu,Lock,1,Ulster,Ireland,Six Nations 2025
Joe McCarthy,Lock,19,Leinster,Ireland,Six Nations 2025
James Ryan,Lock,72,Leinster,Ireland,Six Nations 2025
Jack Conan,Back row,51,Leinster,Ireland,Six Nations 2025
Caelan Doris,Back row,51,Leinster,Ireland,Six Nations 2025
Peter O'Mahony,Back row,114,Munster,Ireland,Six Nations 2025
Cian Prendergast,Back row,4,Connacht,Ireland,Six Nations 2025
Josh van der Flier,Back row,73,Leinster,Ireland,Six Nations 2025
Caolin Blade,Scrum-half,3,Connacht,Ireland,Six Nations 2025
Jamison Gibson-Park,Scrum-half,43,Leinster,Ireland,Six Nations 2025
Conor Murray,Scrum-half,125,Munster,Ireland,Six Nations 2025
Jack Crowley,Fly-half,24,Munster,Ireland,Six Nations 2025
Ciarán Frawley,Fly-half,8,Leinster,Ireland,Six Nations 2025
Sam Prendergast,Fly-half,8,Leinster,Ireland,Six Nations 2025
Bundee Aki,Centre,65,Connacht,Ireland,Six Nations 2025
Robbie Henshaw,Centre,82,Leinster,Ireland,Six Nations 2025
Jamie Osborne,Centre,7,Leinster,Ireland,Six Nations 2025
Garry Ringrose,Centre,67,Leinster,Ireland,Six Nations 2025
Mack Hansen,Wing,28,Connacht,Ireland,Six Nations 2025
James Lowe,Wing,40,Leinster,Ireland,Six Nations 2025
Calvin Nash,Wing,10,Munster,Ireland,Six Nations 2025
Hugo Keenan,Fullback,46,Leinster,Ireland,Six Nations 2025
Jimmy O'Brien,Fullback,8,Leinster,Ireland,Six Nations 2025
James McNabney,Back row,0,Ulster,Development players,Six Nations 2025
Ben Murphy,Scrum-half,0,Connacht,Development players,Six Nations 2025
Hugh Cooney,Centre,0,Leinster,Development players,Six Nations 2025
Cathal Forde,Centre,0,Connacht,Development players,Six Nations 2025
Jack Aungier,Prop,0,Connacht,Call-ups,Six Nations 2025
Tom O'Toole,Prop,16,Ulster,Call-ups,Six Nations 2025
Thomas Ahern,Lock,0,Munster,Call-ups,Six Nations 2025
Darragh Murray,Lock,0,Connacht,Call-ups,Six Nations 2025
Gavin Coombes,Back row,2,Munster,Call-ups,Six Nations 2025
Max Deegan,Back row,2,Leinster,Call-ups,Six Nations 2025
John Hodnett,Back row,0,Munster,Call-ups,Six Nations 2025
Diarmuid Mangan,Back row,0,Leinster,Call-ups,Six Nations 2025
Nick Timoney,Back row,3,Ulster,Call-ups,Six Nations 2025
Stuart McCloskey,Centre,19,Ulster,Call-ups,Six Nations 2025
Tommy O'Brien,Centre,0,Leinster,Call-ups,Six Nations 2025
Shayne Bolton,Wing,0,Connacht,Call-ups,Six Nations 2025
Jacob Stockdale,Wing,38,Ulster,Call-ups,Six Nations 2025
Tommaso Di Bartolomeo,Hooker,0,Zebre Parma,Italy,Six Nations 2025
Giacomo Nicotera,Hooker,29,Stade Français,Italy,Six Nations 2025
Simone Ferrari,Prop,60,Benetton,Italy,Six Nations 2025
Danilo Fischetti,Prop,48,Zebre Parma,Italy,Six Nations 2025
Marco Riccioni,Prop,31,Saracens,Italy,Six Nations 2025
Luca Rizzoli,Prop,0,Zebre Parma,Italy,Six Nations 2025
Giosuè Zilocchi,Prop,22,Benetton,Italy,Six Nations 2025
Matteo Canali,Lock,0,Zebre Parma,Italy,Six Nations 2025
Niccolò Cannone,Lock,48,Benetton,Italy,Six Nations 2025
Riccardo Favretto,Lock,4,Benetton,Italy,Six Nations 2025
Dino Lamb,Lock,10,Harlequins,Italy,Six Nations 2025
Federico Ruzza,Lock,60,Benetton,Italy,Six Nations 2025
Lorenzo Cannone,Back row,24,Benetton,Italy,Six Nations 2025
Alessandro Izekor,Back row,6,Benetton,Italy,Six Nations 2025
Michele Lamaro,Back row,44,Benetton,Italy,Six Nations 2025
Sebastian Negri,Back row,59,Benetton,Italy,Six Nations 2025
Ross Vintcent,Back row,10,Exeter Chiefs,Italy,Six Nations 2025
Manuel Zuliani,Back row,28,Benetton,Italy,Six Nations 2025
Alessandro Garbisi,Scrum-half,14,Benetton,Italy,Six Nations 2025
Martin Page-Relo,Scrum-half,14,Lyon,Italy,Six Nations 2025
Stephen Varney,Scrum-half,30,Vannes,Italy,Six Nations 2025
Tommaso Allan,Fly-half,82,Perpignan,Italy,Six Nations 2025
Paolo Garbisi,Fly-half,42,Toulon,Italy,Six Nations 2025
Leonardo Marin,Fly-half,13,Benetton,Italy,Six Nations 2025
Giulio Bertaccini,Centre,1,Zebre Parma,Italy,Six Nations 2025
Ignacio Brex,Centre,42,Benetton,Italy,Six Nations 2025
Tommaso Menoncello,Centre,24,Benetton,Italy,Six Nations 2025
Marco Zanon,Centre,17,Benetton,Italy,Six Nations 2025
Simone Gesi,Wing,2,Zebre Parma,Italy,Six Nations 2025
Monty Ioane,Wing,36,Lyon,Italy,Six Nations 2025
Jacopo Trulla,Wing,12,Zebre Parma,Italy,Six Nations 2025
Ange Capuozzo,Fullback,24,Toulouse,Italy,Six Nations 2025
Matt Gallagher,Fullback,2,Benetton,Italy,Six Nations 2025
Ewan Ashman,Hooker,22,Edinburgh,Scotland,Six Nations 2025
Dave Cherry,Hooker,11,Edinburgh,Scotland,Six Nations 2025
Patrick Harrison,Hooker,3,Edinburgh,Scotland,Six Nations 2025
Dylan Richardson,Hooker,6,Sharks,Scotland,Six Nations 2025
Jamie Bhatti,Prop,35,Glasgow Warriors,Scotland,Six Nations 2025
Zander Fagerson,Prop,70,Glasgow Warriors,Scotland,Six Nations 2025
Will Hurd,Prop,4,Leicester Tigers,Scotland,Six Nations 2025
D'Arcy Rae,Prop,2,Edinburgh,Scotland,Six Nations 2025
Pierre Schoeman,Prop,37,Edinburgh,Scotland,Six Nations 2025
Rory Sutherland,Prop,37,Glasgow Warriors,Scotland,Six Nations 2025
Scott Cummings,Lock,42,Glasgow Warriors,Scotland,Six Nations 2025
Grant Gilchrist,Lock,74,Edinburgh,Scotland,Six Nations 2025
Jonny Gray,Lock,77,Bordeaux Bègles,Scotland,Six Nations 2025
Marshall Sykes,Lock,1,Edinburgh,Scotland,Six Nations 2025
Josh Bayliss,Back row,10,Bath,Scotland,Six Nations 2025
Gregor Brown,Back row,4,Glasgow Warriors,Scotland,Six Nations 2025
Luke Crosbie,Back row,12,Edinburgh,Scotland,Six Nations 2025
Rory Darge,Back row,25,Glasgow Warriors,Scotland,Six Nations 2025
Jack Dempsey,Back row,22,Glasgow Warriors,Scotland,Six Nations 2025
Matt Fagerson,Back row,50,Glasgow Warriors,Scotland,Six Nations 2025
Jack Mann,Back row,0,Glasgow Warriors,Scotland,Six Nations 2025
Jamie Ritchie,Back row,54,Edinburgh,Scotland,Six Nations 2025
Jamie Dobie,Scrum-half,9,Glasgow Warriors,Scotland,Six Nations 2025
George Horne,Scrum-half,34,Glasgow Warriors,Scotland,Six Nations 2025
Ben White,Scrum-half,24,Toulon,Scotland,Six Nations 2025
Fergus Burke,Fly-half,0,Saracens,Scotland,Six Nations 2025
Tom Jordan,Fly-half,3,Glasgow Warriors,Scotland,Six Nations 2025
Finn Russell,Fly-half,82,Bath,Scotland,Six Nations 2025
Matt Currie,Centre,4,Edinburgh,Scotland,Six Nations 2025
Rory Hutchinson,Centre,8,Northampton Saints,Scotland,Six Nations 2025
Huw Jones,Centre,53,Glasgow Warriors,Scotland,Six Nations 2025
Stafford McDowall,Centre,8,Glasgow Warriors,Scotland,Six Nations 2025
Sione Tuipulotu,Centre,30,Glasgow Warriors,Scotland,Six Nations 2025
Darcy Graham,Wing,42,Edinburgh,Scotland,Six Nations 2025
Kyle Rowe,Wing,9,Glasgow Warriors,Scotland,Six Nations 2025
Duhan van der Merwe,Wing,44,Edinburgh,Scotland,Six Nations 2025
Blair Kinghorn,Fullback,55,Toulouse,Scotland,Six Nations 2025
Nathan McBeth,Prop,2,Glasgow Warriors,Call-ups,Six Nations 2025
Alex Masibaka,Back row,0,Soyaux Angoulême,Call-ups,Six Nations 2025
Ben Muncaster,Back row,1,Edinburgh,Call-ups,Six Nations 2025
Adam Hastings,Fly-half,31,Glasgow Warriors,Call-ups,Six Nations 2025
Kyle Steyn,Wing,23,Glasgow Warriors,Call-ups,Six Nations 2025
Elliot Dee,Hooker,51,Dragons,Wales,Six Nations 2025
Evan Lloyd,Hooker,5,Cardiff,Wales,Six Nations 2025
Sam Parry,Hooker,7,Ospreys,Wales,Six Nations 2025
Keiron Assiratti,Prop,10,Cardiff,Wales,Six Nations 2025
WillGriff John,Prop,2,Sale Sharks,Wales,Six Nations 2025
Kemsley Mathias,Prop,5,Scarlets,Wales,Six Nations 2025
Nicky Smith,Prop,49,Leicester Tigers,Wales,Six Nations 2025
Gareth Thomas,Prop,35,Ospreys,Wales,Six Nations 2025
Henry Thomas,Prop,4,Scarlets,Wales,Six Nations 2025
Dafydd Jenkins,Lock,19,Exeter Chiefs,Wales,Six Nations 2025
Will Rowlands,Lock,36,Racing 92,Wales,Six Nations 2025
Freddie Thomas,Lock,1,Gloucester,Wales,Six Nations 2025
Christ Tshiunza,Lock,15,Exeter Chiefs,Wales,Six Nations 2025
Teddy Williams,Lock,2,Cardiff,Wales,Six Nations 2025
James Botham,Back row,16,Cardiff,Wales,Six Nations 2025
Taulupe Faletau,Back row,104,Cardiff,Wales,Six Nations 2025
Jac Morgan,Back row,17,Ospreys,Wales,Six Nations 2025
Tommy Reffell,Back row,23,Leicester Tigers,Wales,Six Nations 2025
Aaron Wainwright,Back row,52,Dragons,Wales,Six Nations 2025
Ellis Bevan,Scrum-half,6,Cardiff,Wales,Six Nations 2025
Rhodri Williams,Scrum-half,5,Dragons,Wales,Six Nations 2025
Tomos Williams,Scrum-half,59,Gloucester,Wales,Six Nations 2025
Dan Edwards,Fly-half,0,Ospreys,Wales,Six Nations 2025
Ben Thomas,Fly-half,7,Cardiff,Wales,Six Nations 2025
Eddie James,Centre,3,Scarlets,Wales,Six Nations 2025
Joe Roberts,Centre,2,Scarlets,Wales,Six Nations 2025
Nick Tompkins,Centre,38,Saracens,Wales,Six Nations 2025
Owen Watkin,Centre,42,Ospreys,Wales,Six Nations 2025
Josh Adams,Wing,59,Cardiff,Wales,Six Nations 2025
Josh Hathaway,Wing,2,Gloucester,Wales,Six Nations 2025
Ellis Mee,Wing,0,Scarlets,Wales,Six Nations 2025
Blair Murray,Wing,3,Scarlets,Wales,Six Nations 2025
Tom Rogers,Fullback,5,Scarlets,Wales,Six Nations 2025
Liam Williams,Fullback,92,Saracens,Wales,Six Nations 2025
Dewi Lake,Hooker,18,Ospreys,Call-ups,Six Nations 2025
Gareth Anscombe,Fly-half,39,Gloucester,Call-ups,Six Nations 2025
